name,enrollment,rank,tuitionFee,link,image_urls,images,location
Howard University,6974,145,"$23,970 (2014-15)",/best-colleges/howard-university-1448,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Washington, DC"
Oklahoma State University,20493,145,"In-state: $7,442 (2014-15) Out-state: $20,027 (2014-15)",/best-colleges/oklahoma-state-3170,http://colleges.usnews.rankingsandreviews.com/img/college-photo_3659._130x0.jpeg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_3659._130x0.jpeg', 'path': 'full/98192f882b8171d2a6eadc3b433d47ab9fa4d26b.jpg', 'checksum': '683252014a1bd84f816804e5eda0d307'}]","Stillwater, OK"
St. John's University,15773,145,"$38,680 (2014-15)",/best-colleges/st-johns-university-new-york-2823,http://colleges.usnews.rankingsandreviews.com/img/college-photo_7757._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_7757._130x0.jpg', 'path': 'full/0155cfbeab91c947871ccd42f7d8762e33f6aedc.jpg', 'checksum': 'd44252bd856bd30db6986069068e280c'}]","Queens, NY"
University of Texas--Dallas,13049,145,"In-state: $11,806 (2013-14) Out-state: $30,378 (2013-14)",/best-colleges/university-of-texas-dallas-9741,http://colleges.usnews.rankingsandreviews.com/img/college-photo_18446._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_18446._130x0.jpg', 'path': 'full/e41e00e90eed0110ab37f9a8f8efff903d438a71.jpg', 'checksum': 'dd1e6efcbf1d6c28e840b548328b7365'}]","Richardson, TX"
Adelphi University,5040,149,"$32,340 (2014-15)",/best-colleges/adelphi-university-2666,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8682._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8682._130x0.jpg', 'path': 'full/aba012be45ec9a475108dcf58bdb6834720aad0f.jpg', 'checksum': '601e15a71bc764c9de5da2ca61df0051'}]","Garden City, NY"
New Jersey Institute of Technology,7286,149,"In-state: $15,602 (2014-15) Out-state: $28,274 (2014-15)",/best-colleges/njit-2621,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23227._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23227._130x0.jpg', 'path': 'full/3dbfdb78f02f9cd8a8d98c6eeed37ba17beb2078.jpg', 'checksum': '4cce0e56681f8f9ead69050acf9b0b8f'}]","Newark, NJ"
San Diego State University,27809,149,"In-state: $6,866 (2014-15) Out-state: $18,026 (2014-15)",/best-colleges/sdsu-1151,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15700._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15700._130x0.jpg', 'path': 'full/6b6888ca043fdcee91e9f1a2ede6279a8515c873.jpg', 'checksum': 'b1fb4aa01a8cfad33539b576c90dd227'}]","San Diego, CA"
University of Alabama--Birmingham,11502,149,"In-state: $9,280 (2014-15) Out-state: $21,220 (2014-15)",/best-colleges/uab-1052,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11631._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11631._130x0.jpg', 'path': 'full/039886e969692ab4c424c1851c189f1ad070b1cb.jpg', 'checksum': 'b81c3ce31a8c4742d2108cab3c1e171e'}]","Birmingham, AL"
University of Illinois--Chicago,16660,149,"In-state: $13,640 (2014-15) Out-state: $26,030 (2014-15)",/best-colleges/uic-1776,http://colleges.usnews.rankingsandreviews.com/img/college-photo_9965._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_9965._130x0.jpg', 'path': 'full/6ed47bfe40c9f7339fa9d0146292dfdcec067eef.jpg', 'checksum': 'f9d667d1b32a974d43aab010ac18ebf5'}]","Chicago, IL"
University of Maryland--Baltimore County,11136,149,"In-state: $10,068 (2013-14) Out-state: $21,642 (2013-14)",/best-colleges/umbc-2105,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23243._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23243._130x0.jpg', 'path': 'full/45ca466691a5a4f4d769bde59a94099774e970f6.jpg', 'checksum': '09ab5256462dbae6fbd8ca79efe0851d'}]","Baltimore, MD"
University of Mississippi,16677,149,"In-state: $7,096 (2014-15) Out-state: $19,144 (2014-15)",/best-colleges/university-of-mississippi-2440,http://colleges.usnews.rankingsandreviews.com/img/college-photo_19940._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_19940._130x0.jpg', 'path': 'full/0e62bdd40b7461346fbbcffd3f83db69ca7d2de1.jpg', 'checksum': '665de9e86e817788fa340e7a344fbd99'}]","University, MS"
Maryville University of St. Louis,2829,156,"$25,884 (2014-15)",/best-colleges/maryville-saint-louis-2482,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4538._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4538._130x0.jpg', 'path': 'full/3da3f207175bc0a4be8fc223487d014dcb5c3c97.jpg', 'checksum': '774f421431c394a3cd345d0003f8e847'}]","St Louis, MO"
Mississippi State University,16399,156,"In-state: $6,772 (2013-14) Out-state: $16,960 (2013-14)",/best-colleges/mississippi-state-2423,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8631._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8631._130x0.jpg', 'path': 'full/863f21c6c9a83fdd7ff1280cb2db45e6a477d3b1.jpg', 'checksum': '628116e5556b72740a3427708df7f83a'}]","Mississippi State, MS"
Texas Tech University,27044,156,"In-state: $9,308 (2014-15) Out-state: $20,168 (2014-15)",/best-colleges/texas-tech-university-3644,http://colleges.usnews.rankingsandreviews.com/img/college-photo_6119._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_6119._130x0.jpg', 'path': 'full/a3f188ab58edf1656e47116ffb2ee5caf09984c3.jpg', 'checksum': '6e5769b7fa158370d255587f58423458'}]","Lubbock, TX"
University of Massachusetts--Lowell,12734,156,"In-state: $12,447 (2014-15) Out-state: $19,560 (2014-15)",/best-colleges/umass-lowell-2161,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15108._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15108._130x0.jpg', 'path': 'full/e63de574a5e72427ea8440a44ca07ef8c850ccde.jpg', 'checksum': '08470e3f320a907101d2c1ddc88e4416'}]","Lowell, MA"
Virginia Commonwealth University,23657,156,"In-state: $12,398 (2014-15) Out-state: $29,847 (2014-15)",/best-colleges/vcu-3735,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15453._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15453._130x0.jpg', 'path': 'full/e7aad1768867cc6b1fc6e9fa375fbd58d32d3dad.jpg', 'checksum': '47de5eaf232632fc513d9ceed3e8f661'}]","Richmond, VA"
University of Wyoming,10117,161,"In-state: $4,646 (2014-15) Out-state: $14,876 (2014-15)",/best-colleges/university-of-wyoming-3932,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Laramie, WY"
Biola University,4353,161,"$33,322 (2014-15)",/best-colleges/biola-university-1122,http://colleges.usnews.rankingsandreviews.com/img/college-photo_7147._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_7147._130x0.jpg', 'path': 'full/78ebda299412986eb7f42b9b195ae49de13440c0.jpg', 'checksum': 'c9f31e5a36f1cd811fcc852325246d98'}]","La Mirada, CA"
University of Louisville,15957,161,"In-state: $10,432 (2014-15) Out-state: $24,320 (2014-15)",/best-colleges/university-of-louisville-1999,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2740._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2740._130x0.jpg', 'path': 'full/a9edda005a989cd58f6fe17170d831444caad50b.jpg', 'checksum': '6e73cf269a7c8faacf9f77c88ccb06d7'}]","Louisville, KY"
University of Rhode Island,13354,161,"In-state: $12,506 (2014-15) Out-state: $28,072 (2014-15)",/best-colleges/university-of-rhode-island-3414,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1461._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1461._130x0.jpg', 'path': 'full/87875e3073b35dfc2ef24b62f42ff3f3c469d54a.jpg', 'checksum': '84bd7de74c1ddf987556c857440f12fa'}]","Kingston, RI"
University of South Florida,31100,161,"In-state: $6,410 (2014-15) Out-state: $17,325 (2014-15)",/best-colleges/usf-1537,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14496._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14496._130x0.jpg', 'path': 'full/2c145cee5451f7f09189ee55543c09f8b090f5fc.jpg', 'checksum': 'f49ec272bc51b24524734211ec00055b'}]","Tampa, FL"
University of Idaho,9456,166,"In-state: $6,784 (2014-15) Out-state: $20,314 (2014-15)",/best-colleges/university-of-idaho-1626,http://colleges.usnews.rankingsandreviews.com/img/college-photo_17334._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_17334._130x0.jpg', 'path': 'full/4e4786433569870ef9539beedbf7333a077ac626.jpg', 'checksum': '2d1adf3abe771bbf8a19ace5d16bc4af'}]","Moscow, ID"
University of La Verne,2682,166,"$36,744 (2014-15)",/best-colleges/la-verne-1216,http://colleges.usnews.rankingsandreviews.com/img/college-photo_18209._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_18209._130x0.jpg', 'path': 'full/c0c5b8649d702fb085c9aa8957ecdd6fdedaca60.jpg', 'checksum': '4d604c81cef99a644394eb7307383ab7'}]","La Verne, CA"
Andrews University,1905,168,"$26,262 (2014-15)",/best-colleges/andrews-university-2238,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Berrien Springs, MI"
University of North Dakota,11724,168,"In-state: $7,508 (2013-14) Out-state: $17,794 (2013-14)",/best-colleges/university-of-north-dakota-3005,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Grand Forks, ND"
University of South Dakota,7633,168,"In-state: $8,022 (2014-15) Out-state: $10,104 (2014-15)",/best-colleges/university-of-south-dakota-10300,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Vermillion, SD"
University of Hawaii--Manoa,14499,168,"In-state: $10,620 (2014-15) Out-state: $29,412 (2014-15)",/best-colleges/university-of-hawaii-1610,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1443._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1443._130x0.jpg', 'path': 'full/dcdfff10a8b1be6e76117ed5c867c27a5854ca17.jpg', 'checksum': '5526af8a4dadd8e27f95e3ebc6d898af'}]","Honolulu, HI"
West Virginia University,22757,168,"In-state: $6,960 (2014-15) Out-state: $20,424 (2014-15)",/best-colleges/wvu-3827,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1158._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1158._130x0.jpg', 'path': 'full/e9d836693afc852a62fc4e1a2ad498fbf20a72b9.jpg', 'checksum': '3a7be4451c80525618d126c5b0a74631'}]","Morgantown, WV"
Azusa Pacific University,6543,173,"$33,096 (2014-15)",/best-colleges/azusa-pacific-1117,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11671._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11671._130x0.jpg', 'path': 'full/97833caff76bdb9eb6a89448ed651f9628cecb52.jpg', 'checksum': '15d18f664fc490cb094d6a83b0df622d'}]","Azusa, CA"
Ball State University,16300,173,"In-state: $9,344 (2014-15) Out-state: $24,610 (2014-15)",/best-colleges/ball-state-1786,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23667._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23667._130x0.jpg', 'path': 'full/69aa7ecb560aa24485d9d55ecf3266d136e376c7.jpg', 'checksum': '98b599a0d0c41c2acdeecf951a934c83'}]","Muncie, IN"
Bowling Green State University,14477,173,"In-state: $10,726 (2014-15) Out-state: $18,034 (2014-15)",/best-colleges/bowling-green-state-university-3018,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4867._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4867._130x0.jpg', 'path': 'full/ebb52848ad5ed1e930c36061efbd0a48e4851585.jpg', 'checksum': 'af595638e788958e6b25637d72407a67'}]","Bowling Green, OH"
Florida Institute of Technology,3258,173,"$37,990 (2014-15)",/best-colleges/florida-tech-1469,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14509._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14509._130x0.JPG', 'path': 'full/d195e0eed09b1dca789a4a5ebe49fec7801631cb.jpg', 'checksum': 'e69c621e58891918bbea254af1eceb5e'}]","Melbourne, FL"
Pace University,8289,173,"$39,747 (2014-15)",/best-colleges/pace-university-2791,http://colleges.usnews.rankingsandreviews.com/img/college-photo_898._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_898._130x0.jpg', 'path': 'full/5915864bb590098b529937456166d0695c858506.jpg', 'checksum': 'ad2ccec7005f0edcc285b3c8b3d8a863'}]","New York, NY"
University of Central Florida,51269,173,"In-state: $6,368 (2014-15) Out-state: $22,467 (2014-15)",/best-colleges/ucf-3954,http://colleges.usnews.rankingsandreviews.com/img/college-photo_6682._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_6682._130x0.jpg', 'path': 'full/2a76f0c953aa7c46e0971648c313c9c046704ca0.jpg', 'checksum': 'd57949cea808e7ee7fb0e1259ce5e78f'}]","Orlando, FL"
University of Maine,9182,173,"In-state: $10,604 (2014-15) Out-state: $28,484 (2014-15)",/best-colleges/university-of-maine-2053,http://colleges.usnews.rankingsandreviews.com/img/college-photo_16574._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_16574._130x0.jpg', 'path': 'full/a0db6a181d0e061b0b3c4b19e8bddcb678b577fa.jpg', 'checksum': 'e68b94283ca337e1384742fba6695be9'}]","Orono, ME"
Western Michigan University,19198,173,"In-state: $10,685 (2014-15) Out-state: $24,917 (2014-15)",/best-colleges/western-michigan-university-2330,http://colleges.usnews.rankingsandreviews.com/img/college-photo_13192._130x0.png,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_13192._130x0.png', 'path': 'full/e194bae12261f854bf9b41a131866fc9b3422d7d.jpg', 'checksum': '8f8c70faf4ffa692192527addf991a54'}]","Kalamazoo, MI"
Immaculata University,2560,181,"$30,740 (2013-14)",/best-colleges/immaculata-university-3276,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Immaculata, PA"
Spalding University,,181,"$22,425 (2013-14)",/best-colleges/spalding-university-1960,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Louisville, KY"
Edgewood College,1998,181,"$25,590 (2014-15)",/best-colleges/edgewood-college-3848,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4848._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4848._130x0.JPG', 'path': 'full/d99d7cb2c892a93f62fdb81fa235a8e4fc222b81.jpg', 'checksum': '32ee4837413caa7651353391e55a5609'}]","Madison, WI"
North Dakota State University,11948,181,"In-state: $7,660 (2013-14) Out-state: $18,242 (2013-14)",/best-colleges/north-dakota-state-9265,http://colleges.usnews.rankingsandreviews.com/img/college-photo_574._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_574._130x0.jpg', 'path': 'full/a95acc02b5034ddab5fdc00d74f5d411c9757e48.jpg', 'checksum': '6a302bb0b0fdbbab84e6cdca515f9e6d'}]","Fargo, ND"
South Dakota State University,10998,181,"In-state: $7,713 (2014-15) Out-state: $9,795 (2014-15)",/best-colleges/south-dakota-state-3471,http://colleges.usnews.rankingsandreviews.com/img/college-photo_20304._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_20304._130x0.jpg', 'path': 'full/7cd1b53c4e9ee25390afed27a68a588c7e8850bc.jpg', 'checksum': '73a0f998a6ef8c1d8117b34b1811404f'}]","Brookings, SD"
St. Mary's University of Minnesota,1932,181,"$30,315 (2014-15)",/best-colleges/st-marys-university-minnesota-2380,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2581._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2581._130x0.jpg', 'path': 'full/0da5ac4172d9b949e1827f22de1016d6aa59e702.jpg', 'checksum': '872243e78ef4162cc3aa9e072be91308'}]","Winona, MN"
University of Alabama--Huntsville,5696,181,"In-state: $9,158 (2014-15) Out-state: $21,232 (2014-15)",/best-colleges/uah-1055,http://colleges.usnews.rankingsandreviews.com/img/college-photo_7279._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_7279._130x0.JPG', 'path': 'full/fdc87dbe9e98660a6ffd870760ec82c01e49d2a9.jpg', 'checksum': '6ce0dcab3ee19b484a4842ca877da7f1'}]","Huntsville, AL"
University of North Carolina--Greensboro,14348,181,"In-state: $6,442 (2014-15) Out-state: $21,304 (2014-15)",/best-colleges/unc-greensboro-2976,http://colleges.usnews.rankingsandreviews.com/img/college-photo_17825._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_17825._130x0.jpg', 'path': 'full/a656cdba0ec99b382748f03670e0b989ba113a7e.jpg', 'checksum': '95e37f30708c366f51cc62e0c22751ac'}]","Greensboro, NC"
Southern Illinois University--Carbondale,13351,189,"In-state: $12,251 (2014-15) Out-state: $24,874 (2014-15)",/best-colleges/southern-illinois-carbondale-1758,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11308._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11308._130x0.jpg', 'path': 'full/b93252aec3940dbcd6c091e2f5a632051c4af47a.jpg', 'checksum': 'd5fee620cd0b4ce33dd49634ef50fb70'}]","Carbondale, IL"
University of Houston,31587,189,"In-state: $10,518 (2014-15) Out-state: $24,378 (2014-15)",/best-colleges/university-of-houston-3652,http://colleges.usnews.rankingsandreviews.com/img/college-photo_10119._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_10119._130x0.jpg', 'path': 'full/16ec880b6e684cd0d6d344a5df3f591135b2232a.jpg', 'checksum': 'bdcd600bb6e34d77e36d36302ee21940'}]","Houston, TX"
University of Missouri--Kansas City,10247,189,"In-state: $9,582 (2014-15) Out-state: $22,641 (2014-15)",/best-colleges/umkc-2518,http://colleges.usnews.rankingsandreviews.com/img/college-photo_22569._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_22569._130x0.jpg', 'path': 'full/72288a48fcdab4e58883692344b6859bbd123e35.jpg', 'checksum': 'a8d0fb7d21f12de117e9729f9e2a2ff8'}]","Kansas City, MO"
University of New Mexico,21138,189,"In-state: $6,846 (2013-14) Out-state: $20,688 (2013-14)",/best-colleges/university-of-new-mexico-10313,http://colleges.usnews.rankingsandreviews.com/img/college-photo_21160._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_21160._130x0.jpg', 'path': 'full/11350118efe99b7132d98293ab35cc58186c5181.jpg', 'checksum': '42269d174311b0e46737a323158613b8'}]","Albuquerque, NM"
Widener University,3534,189,"$39,830 (2014-15)",/best-colleges/widener-university-3313,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2538._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2538._130x0.jpg', 'path': 'full/958ca1a1b1916fd3698ba2f032e856ca3653788b.jpg', 'checksum': '518d0b2c80fdf243487b3a2b2c5b022a'}]","Chester, PA"
Indiana University-Purdue University--Indianapolis,22409,194,"In-state: $8,909 (2014-15) Out-state: $30,089 (2014-15)",/best-colleges/iupui-1813,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Indianapolis, IN"
Northern Illinois University,15814,194,"In-state: $13,636 (2014-15) Out-state: $22,914 (2014-15)",/best-colleges/niu-1737,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","DeKalb, IL"
Utah State University,24385,194,"In-state: $6,384 (2014-15) Out-state: $18,491 (2014-15)",/best-colleges/utah-state-3677,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Logan, UT"
Central Michigan University,20534,194,"In-state: $11,550 (2014-15) Out-state: $23,670 (2014-15)",/best-colleges/central-michigan-university-2243,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8170._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8170._130x0.jpg', 'path': 'full/9f9b57a5132a4febd9c4ad39b5b07a6440c0fa7a.jpg', 'checksum': '6336e09f1c6225e0b0049f1e92d85b2c'}]","Mount Pleasant, MI"
Kent State University,22968,194,"In-state: $10,012 (2014-15) Out-state: $17,972 (2014-15)",/best-colleges/kent-state-university-3051,http://colleges.usnews.rankingsandreviews.com/img/college-photo_7969._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_7969._130x0.jpg', 'path': 'full/fcbb323041a5a73a2c6e1fafa7e1065cc38d9e57.jpg', 'checksum': '469f59f810ccfe0b5d9be5ea0795fcb4'}]","Kent, OH"
University of Montana,9787,194,"In-state: $6,330 (2014-15) Out-state: $23,146 (2014-15)",/best-colleges/university-of-montana-2536,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11343._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11343._130x0.jpg', 'path': 'full/c5eba8676a5c7539db203519a3c619a3c4c4c48c.jpg', 'checksum': '251bb9e69d01d6cad4ea2d8db15949e9'}]","Missoula, MT"
University of Nevada--Reno,15694,194,"In-state: $6,415 (2014-15) Out-state: $20,325 (2014-15)",/best-colleges/university-of-nevada-2568,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1067._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1067._130x0.jpg', 'path': 'full/a74427cf95606e1ce1ef7eab5b016b9668fb0c63.jpg', 'checksum': 'd17463dab1bba4ea7a4e129c99c0161c'}]","Reno, NV"
University of North Carolina--Charlotte,21503,201,"In-state: $6,179 (2014-15) Out-state: $18,708 (2014-15)",/best-colleges/unc-charlotte-2975,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Charlotte, NC"
Louisiana Tech University,9245,201,"In-state: $8,052 (2014-15) Out-state: $22,635 (2014-15)",/best-colleges/la-tech-2008,http://colleges.usnews.rankingsandreviews.com/img/college-photo_12980._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_12980._130x0.jpg', 'path': 'full/b446496900e31082723ca18a66f45a0adbc34499.jpg', 'checksum': '821c1360a0a9841267ff190816b6d7fe'}]","Ruston, LA"
